n_clients,max_iter,trial,predicted_global,actual_global
10,100,1,0.8877897141430011,0.9239956568946797
10,100,2,0.8877897141430011,0.9239956568946797
10,100,3,0.8877897141430011,0.9283387622149837
10,100,4,0.8877897141430011,0.9261672095548317
10,100,5,0.8877897141430011,0.9239956568946797
10,100,6,0.8877897141430011,0.9239956568946797
10,100,7,0.8877897141430011,0.9239956568946797
10,100,8,0.8877897141430011,0.9315960912052117
10,100,9,0.8877897141430011,0.9261672095548317
10,100,10,0.8877897141430011,0.9239956568946797
10,100,11,0.8877897141430011,0.9283387622149837
10,100,12,0.8877897141430011,0.9272529858849077
10,100,13,0.8877897141430011,0.9218241042345277
10,100,14,0.8877897141430011,0.9261672095548317
10,100,15,0.8877897141430011,0.9305103148751357
10,100,16,0.8877897141430011,0.9272529858849077
10,100,17,0.8877897141430011,0.9283387622149837
10,100,18,0.8877897141430011,0.9218241042345277
10,100,19,0.8877897141430011,0.9272529858849077
10,100,20,0.8877897141430011,0.9250814332247557
10,100,21,0.8877897141430011,0.9294245385450597
10,100,22,0.8877897141430011,0.9272529858849077
10,100,23,0.8877897141430011,0.9250814332247557
10,100,24,0.8877897141430011,0.9294245385450597
10,100,25,0.8877897141430011,0.9272529858849077
10,100,26,0.8877897141430011,0.9283387622149837
10,100,27,0.8877897141430011,0.9294245385450597
10,100,28,0.8877897141430011,0.9294245385450597
10,100,29,0.8877897141430011,0.9250814332247557
10,100,30,0.8877897141430011,0.9272529858849077
10,100,31,0.8877897141430011,0.9272529858849077
10,100,32,0.8877897141430011,0.9305103148751357
10,100,33,0.8877897141430011,0.9250814332247557
10,100,34,0.8877897141430011,0.9261672095548317
10,100,35,0.8877897141430011,0.9283387622149837
10,100,36,0.8877897141430011,0.9218241042345277
10,100,37,0.8877897141430011,0.9250814332247557
10,100,38,0.8877897141430011,0.9250814332247557
10,100,39,0.8877897141430011,0.9272529858849077
10,100,40,0.8877897141430011,0.9229098805646037
10,100,41,0.8877897141430011,0.9283387622149837
10,100,42,0.8877897141430011,0.9272529858849077
10,100,43,0.8877897141430011,0.9250814332247557
10,100,44,0.8877897141430011,0.9261672095548317
10,100,45,0.8877897141430011,0.9283387622149837
10,100,46,0.8877897141430011,0.9229098805646037
10,100,47,0.8877897141430011,0.9283387622149837
10,100,48,0.8877897141430011,0.9294245385450597
10,100,49,0.8877897141430011,0.9272529858849077
10,100,50,0.8877897141430011,0.9250814332247557
10,100,51,0.8877897141430011,0.9229098805646037
10,100,52,0.8877897141430011,0.9261672095548317
10,100,53,0.8877897141430011,0.9250814332247557
10,100,54,0.8877897141430011,0.9239956568946797
10,100,55,0.8877897141430011,0.9261672095548317
10,100,56,0.8877897141430011,0.9239956568946797
10,100,57,0.8877897141430011,0.9218241042345277
10,100,58,0.8877897141430011,0.9283387622149837
10,100,59,0.8877897141430011,0.9261672095548317
10,100,60,0.8877897141430011,0.9239956568946797
10,100,61,0.8877897141430011,0.9272529858849077
10,100,62,0.8877897141430011,0.9261672095548317
10,100,63,0.8877897141430011,0.9272529858849077
10,100,64,0.8877897141430011,0.9250814332247557
10,100,65,0.8877897141430011,0.9305103148751357
10,100,66,0.8877897141430011,0.9261672095548317
10,100,67,0.8877897141430011,0.9272529858849077
10,100,68,0.8877897141430011,0.9272529858849077
10,100,69,0.8877897141430011,0.9272529858849077
10,100,70,0.8877897141430011,0.9283387622149837
10,100,71,0.8877897141430011,0.9239956568946797
10,100,72,0.8877897141430011,0.9250814332247557
10,100,73,0.8877897141430011,0.9272529858849077
10,100,74,0.8877897141430011,0.9218241042345277
10,100,75,0.8877897141430011,0.9250814332247557
10,100,76,0.8877897141430011,0.9272529858849077
10,100,77,0.8877897141430011,0.9250814332247557
10,100,78,0.8877897141430011,0.9261672095548317
10,100,79,0.8877897141430011,0.9239956568946797
10,100,80,0.8877897141430011,0.9239956568946797
10,100,81,0.8877897141430011,0.9283387622149837
10,100,82,0.8877897141430011,0.9261672095548317
10,100,83,0.8877897141430011,0.9261672095548317
10,100,84,0.8877897141430011,0.9239956568946797
10,100,85,0.8877897141430011,0.9283387622149837
10,100,86,0.8877897141430011,0.9283387622149837
10,100,87,0.8877897141430011,0.9261672095548317
10,100,88,0.8877897141430011,0.9250814332247557
10,100,89,0.8877897141430011,0.9229098805646037
10,100,90,0.8877897141430011,0.9250814332247557
10,100,91,0.8877897141430011,0.9272529858849077
10,100,92,0.8877897141430011,0.9261672095548317
10,100,93,0.8877897141430011,0.9283387622149837
10,100,94,0.8877897141430011,0.9261672095548317
10,100,95,0.8877897141430011,0.9250814332247557
10,100,96,0.8877897141430011,0.9283387622149837
10,100,97,0.8877897141430011,0.9272529858849077
10,100,98,0.8877897141430011,0.9250814332247557
10,100,99,0.8877897141430011,0.9272529858849077
10,100,100,0.8877897141430011,0.9272529858849077
20,100,1,0.8877897141430011,0.9163952225841476
20,100,2,0.8877897141430011,0.9229098805646037
20,100,3,0.8877897141430011,0.9109663409337676
20,100,4,0.8877897141430011,0.9174809989142236
20,100,5,0.8877897141430011,0.9218241042345277
20,100,6,0.8877897141430011,0.9196525515743756
20,100,7,0.8877897141430011,0.9207383279044516
20,100,8,0.8877897141430011,0.9218241042345277
20,100,9,0.8877897141430011,0.9142236699239956
20,100,10,0.8877897141430011,0.9261672095548317
20,100,11,0.8877897141430011,0.9196525515743756
20,100,12,0.8877897141430011,0.9196525515743756
20,100,13,0.8877897141430011,0.9109663409337676
20,100,14,0.8877897141430011,0.9131378935939196
20,100,15,0.8877897141430011,0.9218241042345277
20,100,16,0.8877897141430011,0.9196525515743756
20,100,17,0.8877897141430011,0.9229098805646037
20,100,18,0.8877897141430011,0.9196525515743756
20,100,19,0.8877897141430011,0.9196525515743756
20,100,20,0.8877897141430011,0.9218241042345277
20,100,21,0.8877897141430011,0.9229098805646037
20,100,22,0.8877897141430011,0.9207383279044516
20,100,23,0.8877897141430011,0.9174809989142236
20,100,24,0.8877897141430011,0.9239956568946797
20,100,25,0.8877897141430011,0.9153094462540716
20,100,26,0.8877897141430011,0.9174809989142236
20,100,27,0.8877897141430011,0.9229098805646037
20,100,28,0.8877897141430011,0.9196525515743756
20,100,29,0.8877897141430011,0.9196525515743756
20,100,30,0.8877897141430011,0.9185667752442996
20,100,31,0.8877897141430011,0.9174809989142236
20,100,32,0.8877897141430011,0.9207383279044516
20,100,33,0.8877897141430011,0.9163952225841476
20,100,34,0.8877897141430011,0.9229098805646037
20,100,35,0.8877897141430011,0.9207383279044516
20,100,36,0.8877897141430011,0.9174809989142236
20,100,37,0.8877897141430011,0.9261672095548317
20,100,38,0.8877897141430011,0.9207383279044516
20,100,39,0.8877897141430011,0.9239956568946797
20,100,40,0.8877897141430011,0.9163952225841476
20,100,41,0.8877897141430011,0.9163952225841476
20,100,42,0.8877897141430011,0.9131378935939196
20,100,43,0.8877897141430011,0.9174809989142236
20,100,44,0.8877897141430011,0.9218241042345277
20,100,45,0.8877897141430011,0.9207383279044516
20,100,46,0.8877897141430011,0.9239956568946797
20,100,47,0.8877897141430011,0.9185667752442996
20,100,48,0.8877897141430011,0.9207383279044516
20,100,49,0.8877897141430011,0.9174809989142236
20,100,50,0.8877897141430011,0.9131378935939196
20,100,51,0.8877897141430011,0.9120521172638436
20,100,52,0.8877897141430011,0.9174809989142236
20,100,53,0.8877897141430011,0.9229098805646037
20,100,54,0.8877897141430011,0.9174809989142236
20,100,55,0.8877897141430011,0.9207383279044516
20,100,56,0.8877897141430011,0.9218241042345277
20,100,57,0.8877897141430011,0.9196525515743756
20,100,58,0.8877897141430011,0.9185667752442996
20,100,59,0.8877897141430011,0.9229098805646037
20,100,60,0.8877897141430011,0.9174809989142236
20,100,61,0.8877897141430011,0.9207383279044516
20,100,62,0.8877897141430011,0.9131378935939196
20,100,63,0.8877897141430011,0.9207383279044516
20,100,64,0.8877897141430011,0.9239956568946797
20,100,65,0.8877897141430011,0.9174809989142236
20,100,66,0.8877897141430011,0.9163952225841476
20,100,67,0.8877897141430011,0.9261672095548317
20,100,68,0.8877897141430011,0.9131378935939196
20,100,69,0.8877897141430011,0.9207383279044516
20,100,70,0.8877897141430011,0.9185667752442996
20,100,71,0.8877897141430011,0.9185667752442996
20,100,72,0.8877897141430011,0.9207383279044516
20,100,73,0.8877897141430011,0.9207383279044516
20,100,74,0.8877897141430011,0.9185667752442996
20,100,75,0.8877897141430011,0.9185667752442996
20,100,76,0.8877897141430011,0.9239956568946797
20,100,77,0.8877897141430011,0.9153094462540716
20,100,78,0.8877897141430011,0.9185667752442996
20,100,79,0.8877897141430011,0.9196525515743756
20,100,80,0.8877897141430011,0.9185667752442996
20,100,81,0.8877897141430011,0.9229098805646037
20,100,82,0.8877897141430011,0.9207383279044516
20,100,83,0.8877897141430011,0.9163952225841476
20,100,84,0.8877897141430011,0.9174809989142236
20,100,85,0.8877897141430011,0.9142236699239956
20,100,86,0.8877897141430011,0.9207383279044516
20,100,87,0.8877897141430011,0.9207383279044516
20,100,88,0.8877897141430011,0.9087947882736156
20,100,89,0.8877897141430011,0.9207383279044516
20,100,90,0.8877897141430011,0.9185667752442996
20,100,91,0.8877897141430011,0.9196525515743756
20,100,92,0.8877897141430011,0.9153094462540716
20,100,93,0.8877897141430011,0.9207383279044516
20,100,94,0.8877897141430011,0.9174809989142236
20,100,95,0.8877897141430011,0.9120521172638436
20,100,96,0.8877897141430011,0.9207383279044516
20,100,97,0.8877897141430011,0.9174809989142236
20,100,98,0.8877897141430011,0.9196525515743756
20,100,99,0.8877897141430011,0.9196525515743756
20,100,100,0.8877897141430011,0.9196525515743756
30,100,1,0.8877897141430011,0.9098805646036916
30,100,2,0.8877897141430011,0.9087947882736156
30,100,3,0.8877897141430011,0.9066232356134636
30,100,4,0.8877897141430011,0.9120521172638436
30,100,5,0.8877897141430011,0.9120521172638436
30,100,6,0.8877897141430011,0.9142236699239956
30,100,7,0.8877897141430011,0.9109663409337676
30,100,8,0.8877897141430011,0.9087947882736156
30,100,9,0.8877897141430011,0.9066232356134636
30,100,10,0.8877897141430011,0.9142236699239956
30,100,11,0.8877897141430011,0.9120521172638436
30,100,12,0.8877897141430011,0.9087947882736156
30,100,13,0.8877897141430011,0.9185667752442996
30,100,14,0.8877897141430011,0.9098805646036916
30,100,15,0.8877897141430011,0.9153094462540716
30,100,16,0.8877897141430011,0.9109663409337676
30,100,17,0.8877897141430011,0.9087947882736156
30,100,18,0.8877897141430011,0.9120521172638436
30,100,19,0.8877897141430011,0.9153094462540716
30,100,20,0.8877897141430011,0.9109663409337676
30,100,21,0.8877897141430011,0.9131378935939196
30,100,22,0.8877897141430011,0.9131378935939196
30,100,23,0.8877897141430011,0.9131378935939196
30,100,24,0.8877897141430011,0.9142236699239956
30,100,25,0.8727843302098105,0.9131378935939196
30,100,26,0.8877897141430011,0.9142236699239956
30,100,27,0.8877897141430011,0.9131378935939196
30,100,28,0.8720837677609077,0.9098805646036916
30,100,29,0.8877897141430011,0.9120521172638436
30,100,30,0.8877897141430011,0.9153094462540716
30,100,31,0.8877897141430011,0.9120521172638436
30,100,32,0.8877897141430011,0.9163952225841476
30,100,33,0.8877897141430011,0.9109663409337676
30,100,34,0.8877897141430011,0.9109663409337676
30,100,35,0.8877897141430011,0.9120521172638436
30,100,36,0.8877897141430011,0.9131378935939196
30,100,37,0.8877897141430011,0.9131378935939196
30,100,38,0.8877897141430011,0.9174809989142236
30,100,39,0.8877897141430011,0.9131378935939196
30,100,40,0.8877897141430011,0.9098805646036916
30,100,41,0.8877897141430011,0.9109663409337676
30,100,42,0.8877897141430011,0.9185667752442996
30,100,43,0.8877897141430011,0.9142236699239956
30,100,44,0.8877897141430011,0.9120521172638436
30,100,45,0.8877897141430011,0.9153094462540716
30,100,46,0.8720837677609077,0.9131378935939196
30,100,47,0.8877897141430011,0.9120521172638436
30,100,48,0.8877897141430011,0.9131378935939196
30,100,49,0.8877897141430011,0.9120521172638436
30,100,50,0.8734522744616456,0.9098805646036916
30,100,51,0.8877897141430011,0.9077090119435396
30,100,52,0.8877897141430011,0.9131378935939196
30,100,53,0.8877897141430011,0.9120521172638436
30,100,54,0.8877897141430011,0.9120521172638436
30,100,55,0.8877897141430011,0.9142236699239956
30,100,56,0.8877897141430011,0.9120521172638436
30,100,57,0.8877897141430011,0.9153094462540716
30,100,58,0.8877897141430011,0.9153094462540716
30,100,59,0.8877897141430011,0.9109663409337676
30,100,60,0.8877897141430011,0.9098805646036916
30,100,61,0.8720837677609077,0.9120521172638436
30,100,62,0.8877897141430011,0.9098805646036916
30,100,63,0.8720837677609077,0.9087947882736156
30,100,64,0.8877897141430011,0.9109663409337676
30,100,65,0.8877897141430011,0.9174809989142236
30,100,66,0.8877897141430011,0.9120521172638436
30,100,67,0.8877897141430011,0.9131378935939196
30,100,68,0.8877897141430011,0.9185667752442996
30,100,69,0.8877897141430011,0.9120521172638436
30,100,70,0.8877897141430011,0.9153094462540716
30,100,71,0.8877897141430011,0.9120521172638436
30,100,72,0.8877897141430011,0.9109663409337676
30,100,73,0.8877897141430011,0.9109663409337676
30,100,74,0.8877897141430011,0.9098805646036916
30,100,75,0.8877897141430011,0.9077090119435396
30,100,76,0.8720837677609077,0.9142236699239956
30,100,77,0.8877897141430011,0.9087947882736156
30,100,78,0.8877897141430011,0.9087947882736156
30,100,79,0.8877897141430011,0.9131378935939196
30,100,80,0.8877897141430011,0.9131378935939196
30,100,81,0.8877897141430011,0.9142236699239956
30,100,82,0.8877897141430011,0.9131378935939196
30,100,83,0.8877897141430011,0.9120521172638436
30,100,84,0.8877897141430011,0.9120521172638436
30,100,85,0.8877897141430011,0.9109663409337676
30,100,86,0.8877897141430011,0.9098805646036916
30,100,87,0.8877897141430011,0.9153094462540716
30,100,88,0.8877897141430011,0.9098805646036916
30,100,89,0.8877897141430011,0.9087947882736156
30,100,90,0.8720837677609077,0.9109663409337676
30,100,91,0.8877897141430011,0.9109663409337676
30,100,92,0.8877897141430011,0.9120521172638436
30,100,93,0.8877897141430011,0.9120521172638436
30,100,94,0.8877897141430011,0.9109663409337676
30,100,95,0.8877897141430011,0.9087947882736156
30,100,96,0.8720837677609077,0.9109663409337676
30,100,97,0.8720837677609077,0.9098805646036916
30,100,98,0.8877897141430011,0.9174809989142236
30,100,99,0.8877897141430011,0.9153094462540716
30,100,100,0.8877897141430011,0.9142236699239956
40,100,1,0.8720837677609077,0.9055374592833876
40,100,2,0.8723082406235347,0.9044516829533116
40,100,3,0.8723082406235347,0.9066232356134636
40,100,4,0.8720837677609077,0.9077090119435396
40,100,5,0.8877897141430011,0.9066232356134636
40,100,6,0.8877897141430011,0.9077090119435396
40,100,7,0.8720837677609077,0.9077090119435396
40,100,8,0.8723082406235347,0.9077090119435396
40,100,9,0.8727843302098105,0.9077090119435396
40,100,10,0.8877897141430011,0.9087947882736156
40,100,11,0.8720837677609077,0.9077090119435396
40,100,12,0.8877897141430011,0.9055374592833876
40,100,13,0.8723082406235347,0.9033659066232356
40,100,14,0.8877897141430011,0.9033659066232356
40,100,15,0.8734522744616456,0.9087947882736156
40,100,16,0.8734522744616456,0.9044516829533116
40,100,17,0.8877897141430011,0.9055374592833876
40,100,18,0.8877897141430011,0.9109663409337676
40,100,19,0.8720837677609077,0.9077090119435396
40,100,20,0.8723082406235347,0.9044516829533116
40,100,21,0.8720837677609077,0.9066232356134636
40,100,22,0.8877897141430011,0.9087947882736156
40,100,23,0.8877897141430011,0.9055374592833876
40,100,24,0.8729182775670268,0.9098805646036916
40,100,25,0.8723082406235347,0.9055374592833876
40,100,26,0.8877897141430011,0.9055374592833876
40,100,27,0.8720837677609077,0.9087947882736156
40,100,28,0.8723082406235347,0.9077090119435396
40,100,29,0.8877897141430011,0.9055374592833876
40,100,30,0.8877897141430011,0.9077090119435396
40,100,31,0.8720837677609077,0.9077090119435396
40,100,32,0.8720837677609077,0.9055374592833876
40,100,33,0.8720837677609077,0.9066232356134636
40,100,34,0.8720837677609077,0.9055374592833876
40,100,35,0.8727843302098105,0.9055374592833876
40,100,36,0.8877897141430011,0.9077090119435396
40,100,37,0.8734522744616456,0.9077090119435396
40,100,38,0.8734522744616456,0.9066232356134636
40,100,39,0.8720837677609077,0.9077090119435396
40,100,40,0.8734522744616456,0.9022801302931596
40,100,41,0.8532995223041168,0.9044516829533116
40,100,42,0.8877897141430011,0.9055374592833876
40,100,43,0.8877897141430011,0.9109663409337676
40,100,44,0.8720837677609077,0.9077090119435396
40,100,45,0.8734522744616456,0.9142236699239956
40,100,46,0.8720837677609077,0.9055374592833876
40,100,47,0.8877897141430011,0.9055374592833876
40,100,48,0.8720837677609077,0.9077090119435396
40,100,49,0.8877897141430011,0.9077090119435396
40,100,50,0.8729182775670268,0.9022801302931596
40,100,51,0.8734522744616456,0.9033659066232356
40,100,52,0.8734522744616456,0.9077090119435396
40,100,53,0.8720837677609077,0.9055374592833876
40,100,54,0.8720837677609077,0.9044516829533116
40,100,55,0.8877897141430011,0.9055374592833876
40,100,56,0.8720837677609077,0.9066232356134636
40,100,57,0.8877897141430011,0.9066232356134636
40,100,58,0.8877897141430011,0.9077090119435396
40,100,59,0.8720837677609077,0.9055374592833876
40,100,60,0.8723082406235347,0.9077090119435396
40,100,61,0.8734522744616456,0.9066232356134636
40,100,62,0.8877897141430011,0.9033659066232356
40,100,63,0.853447949219969,0.9055374592833876
40,100,64,0.8720837677609077,0.9044516829533116
40,100,65,0.8720837677609077,0.9055374592833876
40,100,66,0.8720837677609077,0.9044516829533116
40,100,67,0.8877897141430011,0.9055374592833876
40,100,68,0.8877897141430011,0.9055374592833876
40,100,69,0.8734522744616456,0.9087947882736156
40,100,70,0.8877897141430011,0.9077090119435396
40,100,71,0.8877897141430011,0.9066232356134636
40,100,72,0.8734522744616456,0.9044516829533116
40,100,73,0.8877897141430011,0.9066232356134636
40,100,74,0.8734522744616456,0.9055374592833876
40,100,75,0.8720837677609077,0.9077090119435396
40,100,76,0.8720837677609077,0.9109663409337676
40,100,77,0.8877897141430011,0.9077090119435396
40,100,78,0.8720837677609077,0.9055374592833876
40,100,79,0.8877897141430011,0.9077090119435396
40,100,80,0.8877897141430011,0.9066232356134636
40,100,81,0.8734522744616456,0.9066232356134636
40,100,82,0.8734522744616456,0.9098805646036916
40,100,83,0.8720837677609077,0.9044516829533116
40,100,84,0.8720837677609077,0.9044516829533116
40,100,85,0.8877897141430011,0.9011943539630836
40,100,86,0.8877897141430011,0.9022801302931596
40,100,87,0.8877897141430011,0.9077090119435396
40,100,88,0.8720837677609077,0.9044516829533116
40,100,89,0.8720837677609077,0.9066232356134636
40,100,90,0.8734522744616456,0.9098805646036916
40,100,91,0.8877897141430011,0.9077090119435396
40,100,92,0.8720837677609077,0.9066232356134636
40,100,93,0.8727843302098105,0.9055374592833876
40,100,94,0.8877897141430011,0.9066232356134636
40,100,95,0.8723082406235347,0.9066232356134636
40,100,96,0.8734522744616456,0.9098805646036916
40,100,97,0.8720837677609077,0.9077090119435396
40,100,98,0.8720837677609077,0.9077090119435396
40,100,99,0.8720837677609077,0.9077090119435396
40,100,100,0.8726359032939582,0.9022801302931596
50,100,1,0.8734522744616456,0.9055374592833876
50,100,2,0.8563330347483283,0.9033659066232356
50,100,3,0.8567975147385138,0.9033659066232356
50,100,4,0.8541158934718042,0.9044516829533116
50,100,5,0.8734522744616456,0.9044516829533116
50,100,6,0.8727843302098105,0.9077090119435396
50,100,7,0.8720837677609077,0.9055374592833876
50,100,8,0.8541158934718042,0.9055374592833876
50,100,9,0.8541158934718042,0.9044516829533116
50,100,10,0.8734522744616456,0.9033659066232356
50,100,11,0.8734522744616456,0.9044516829533116
50,100,12,0.8723082406235347,0.9044516829533116
50,100,13,0.8535818965771853,0.9022801302931596
50,100,14,0.8734522744616456,0.9001085776330076
50,100,15,0.8562602133425701,0.9044516829533116
50,100,16,0.8734522744616456,0.9022801302931596
50,100,17,0.8734522744616456,0.9022801302931596
50,100,18,0.8734522744616456,0.9077090119435396
50,100,19,0.8541887148775624,0.9044516829533116
50,100,20,0.8541158934718042,0.9022801302931596
50,100,21,0.8562602133425701,0.9044516829533116
50,100,22,0.8734522744616456,0.9033659066232356
50,100,23,0.8720837677609077,0.9055374592833876
50,100,24,0.8562602133425701,0.9055374592833876
50,100,25,0.8563483801013,0.9033659066232356
50,100,26,0.8734522744616456,0.9044516829533116
50,100,27,0.8734522744616456,0.9066232356134636
50,100,28,0.8734522744616456,0.9011943539630836
50,100,29,0.8734522744616456,0.9022801302931596
50,100,30,0.8720837677609077,0.9066232356134636
50,100,31,0.8734522744616456,0.9055374592833876
50,100,32,0.8734522744616456,0.9066232356134636
50,100,33,0.8562602133425701,0.9066232356134636
50,100,34,0.8734522744616456,0.9044516829533116
50,100,35,0.8720837677609077,0.9011943539630836
50,100,36,0.8720837677609077,0.9022801302931596
50,100,37,0.8734522744616456,0.9022801302931596
50,100,38,0.8562602133425701,0.9066232356134636
50,100,39,0.8541158934718042,0.9077090119435396
50,100,40,0.8562602133425701,0.9044516829533116
50,100,41,0.8562602133425701,0.9011943539630836
50,100,42,0.8541158934718042,0.9055374592833876
50,100,43,0.8541158934718042,0.9098805646036916
50,100,44,0.8726359032939582,0.9044516829533116
50,100,45,0.8735250958674039,0.9098805646036916
50,100,46,0.8562602133425701,0.9022801302931596
50,100,47,0.8734522744616456,0.9033659066232356
50,100,48,0.8562602133425701,0.9011943539630836
50,100,49,0.8541158934718042,0.9033659066232356
50,100,50,0.8729182775670268,0.9055374592833876
50,100,51,0.8563330347483283,0.9044516829533116
50,100,52,0.8726359032939582,0.9055374592833876
50,100,53,0.8734522744616456,0.9022801302931596
50,100,54,0.8734522744616456,0.9077090119435396
50,100,55,0.8727843302098105,0.9044516829533116
50,100,56,0.8541158934718042,0.9033659066232356
50,100,57,0.8734522744616456,0.9044516829533116
50,100,58,0.8726359032939582,0.9022801302931596
50,100,59,0.8541887148775624,0.9022801302931596
50,100,60,0.8734522744616456,0.9055374592833876
50,100,61,0.8563330347483283,0.9033659066232356
50,100,62,0.8734522744616456,0.9001085776330076
50,100,63,0.8562602133425701,0.9066232356134636
50,100,64,0.8323904012012836,0.9044516829533116
50,100,65,0.8727843302098105,0.9055374592833876
50,100,66,0.8541158934718042,0.9022801302931596
50,100,67,0.8720837677609077,0.9077090119435396
50,100,68,0.8541158934718042,0.9055374592833876
50,100,69,0.8541158934718042,0.9055374592833876
50,100,70,0.8726359032939582,0.9022801302931596
50,100,71,0.8720837677609077,0.9109663409337676
50,100,72,0.8734522744616456,0.9055374592833876
50,100,73,0.8734522744616456,0.9033659066232356
50,100,74,0.8562602133425701,0.9022801302931596
50,100,75,0.8734522744616456,0.9044516829533116
50,100,76,0.8562602133425701,0.9022801302931596
50,100,77,0.8529718596336933,0.9011943539630836
50,100,78,0.8734522744616456,0.9066232356134636
50,100,79,0.8541158934718042,0.9066232356134636
50,100,80,0.8541158934718042,0.9033659066232356
50,100,81,0.8564212015070582,0.9087947882736156
50,100,82,0.8562602133425701,0.9066232356134636
50,100,83,0.8723082406235347,0.9055374592833876
50,100,84,0.8734522744616456,0.9077090119435396
50,100,85,0.8541158934718042,0.9066232356134636
50,100,86,0.8720837677609077,0.9033659066232356
50,100,87,0.8734522744616456,0.9044516829533116
50,100,88,0.8555568445038726,0.9001085776330076
50,100,89,0.8723082406235347,0.9033659066232356
50,100,90,0.8562602133425701,0.9022801302931596
50,100,91,0.8723082406235347,0.9055374592833876
50,100,92,0.8734522744616456,0.9055374592833876
50,100,93,0.8720837677609077,0.9011943539630836
50,100,94,0.853447949219969,0.9011943539630836
50,100,95,0.8563330347483283,0.9022801302931596
50,100,96,0.8563330347483283,0.9044516829533116
50,100,97,0.853447949219969,0.9022801302931596
50,100,98,0.8877897141430011,0.9055374592833876
50,100,99,0.8541887148775624,0.9044516829533116
50,100,100,0.8562602133425701,0.9011943539630836
